,name,group,length,variety,sample_entropy,m_subsample_entropy_rdm,sd_subsample_entropy_rdm,m_subsample_entropy_mav,sd_subsample_entropy_mav,exp_variety,MTLD,zipf_intercept,zipf_slope,zipf_shift
0,usc54.txt,legal,76044,4315,8.630773043345886,8.217833409993215,0.0010810102264144916,7.881008883859389,0.017968926121213258,1194.676788501012,47.79673683108179,12.674935591563822,-1.5420563960587028,52.0
1,usc37.txt,legal,86592,3226,8.083349521117869,7.76980001233318,0.001203092058702282,7.426514560377898,0.05882824152181598,908.9482258231257,46.579230976068835,13.523375529481468,-1.7061326736133737,39.0
2,usc23.txt,legal,207053,6152,8.810316982226372,8.351953292484502,0.001351893759988343,7.925209845389738,0.025812142191995235,1224.8205035093229,53.5016634366925,15.595497990002922,-1.8013878490325874,100.0
3,usc44.txt,legal,105078,4761,8.598869139631041,8.17275387239615,0.0008234187355498079,7.7028446591646915,0.0331134571261984,1194.5299251937001,45.873826675398384,13.959340154399575,-1.6711946811728493,84.0
4,usc35.txt,legal,58103,3165,8.311919965785446,7.976962566820556,0.0009885787139296554,7.610715284463329,0.03806927984721398,1071.0923687215827,45.43329163408913,12.317923515098503,-1.5462593641429847,41.5
5,usc36.txt,legal,135879,5855,8.43958606788658,8.01114146057896,0.0017297171078780593,7.676209178947974,0.030666112925118227,1146.1294403543795,40.08332989234626,13.492182264588005,-1.5982153815145272,49.0
6,usc11.txt,legal,128225,4136,8.191369114022052,7.829036738134036,0.001505758955183012,7.486203948980717,0.03666346426295064,1026.5620219997281,42.823211814252055,14.653011329094483,-1.7745717342945182,79.5
7,usc52.txt,legal,79873,4001,8.524531264009635,8.138433693096905,0.002487679650258201,7.695027736507789,0.027158501638318455,1123.5770260441416,48.111690239743204,12.980372685715025,-1.5905085943762303,50.5
8,usc40.txt,legal,133647,6316,8.802299932954096,8.311388933729111,0.0010580122143579729,7.851902045657283,0.02501320226967607,1293.8638181248036,45.7683806045388,13.72094492757763,-1.5965174429478874,78.5
9,usc14.txt,legal,91200,4709,8.655859582208198,8.227785852278924,0.0010306926400005523,7.803717443660952,0.05464038129123594,1209.2616240988184,47.62717493472584,13.124800113846016,-1.5782816560610176,61.5
10,AlfredTennyson_IdyllsOfTheKing.txt,poetry,85636,6864,9.371185864807618,8.79528153269564,0.0007196134913129981,8.650687043008805,0.012999721991207025,1468.9560291169344,98.78542906574395,11.186659075494168,-1.2999215973437819,20.0
11,WalterScott_Marmion.txt,poetry,39755,6142,9.904267301822447,9.274569081676969,0.0014479837387710859,9.200935770677297,0.0035415231850208784,1834.301043632705,166.71065113963797,8.90990821428687,-1.0512081380789957,6.5
12,JohnMilton_ParadiseLost.txt,poetry,80583,8963,9.964554459814796,9.224159590232713,0.0020570805220359034,9.123760883696082,0.009032618600699038,1779.1047544698506,150.80637456914351,10.162739079874829,-1.1463396211033137,10.5
13,GeoffreyChaucer_TheCanterburyTales.txt,poetry,194285,13423,9.537204143762596,8.77355891281838,0.0017825167386575913,8.518547031364413,0.0152832913287142,1549.5415834544224,83.4844140654667,11.42996638341484,-1.2382002691311158,8.0
14,EdmundSpenser_TheFaerieQueeneBook1.txt,poetry,45425,6651,9.887938045143002,9.22808545554892,0.0018129945196676545,9.176378860498682,0.004496842479241536,1801.3999705701488,159.47652355821805,9.015215803547509,-1.0556078733727243,4.5
15,LesslieHall_Beowulf.txt,poetry,36657,5486,9.641953336483779,9.092029729385956,0.0010688039112949355,9.00351972336225,0.0052682517356004155,1701.6317461451795,132.87869565217392,8.893912796954714,-1.0675644405288096,5.5
16,GeorgeByron_ChildeHaroldsPilgrimage.txt,poetry,38658,6426,9.909934017624199,9.242434280515507,0.0011698335176362207,9.200636965147824,0.02464001695058471,1846.177600939788,175.03220512820513,8.421806550100218,-0.9913662818066875,1.5
17,OscarWilde_Poems.txt,poetry,37907,5608,9.68431977479684,9.119071849708536,0.001337635728404507,8.999875208028026,0.009641190569652736,1731.9133620480654,128.40405405405406,8.95081151197065,-1.0686173257713172,6.5
18,ElizabethBrowning_AuroraLeigh.txt,poetry,89658,8748,9.635041249519919,8.952694777318303,0.0013076480256444256,8.889902342776045,0.01705596187609615,1574.0070135207502,125.1758661087866,10.276710277099934,-1.169848417596217,5.5
19,RobertBurns_PoemsAndSongs.txt,poetry,131643,13440,10.366134146059792,9.453668767663444,0.0008264331975880168,9.209453543741239,0.09246650851483196,1980.8577461050518,97.98612236721613,10.739994101723685,-1.1514780380677223,18.5
20,FrancesBurnett_TheSecretGarden.txt,literature,83196,4808,8.919173998142416,8.520230446931233,0.0007295006345628963,8.3545861052474,0.015170128599564237,1180.5187671975139,77.52695902982629,12.240927447655118,-1.4809523690034812,27.5
21,LouisaAlcott_LittleWomen.txt,literature,191006,10785,9.42170140983085,8.759685896082498,0.0011380069860535968,8.656754242812303,0.012241458803799787,1453.9621807086007,119.1752135341196,12.195533387718692,-1.3423071268390434,20.5
